Event_type,lat,lon,magnitude,year,month,day,hour,dayofweek,cluster
Wildfire,-11.733022767780554,-50.451153423249984,844.0,2024,9,6,19,4,27
Wildfire,44.92211140636342,-120.05162641202924,844.0,2024,9,6,19,4,1
Wildfire,-18.55016510942208,-53.4915133853077,844.0,2024,9,6,19,4,27
Wildfire,-2.689705881458102,27.390587577748693,844.0,2024,9,6,19,4,30
Wildfire,-6.54209733399725,-51.50171717124526,844.0,2024,9,6,19,4,27
Wildfire,43.671183322868266,-120.97372014335043,844.0,2024,9,6,19,4,1
Wildfire,-22.49144589038348,-56.21099699918703,844.0,2024,9,6,19,4,27
Wildfire,-2.517153234922957,26.59992298995236,844.0,2024,9,6,19,4,30
Wildfire,43.88282135663567,-121.65554650836286,844.0,2024,9,6,19,4,1
Wildfire,-22.917940169987123,-58.31020532611757,844.0,2024,9,6,19,4,27
Wildfire,-19.676473642417225,-47.001519409644494,844.0,2024,9,6,19,4,27
Wildfire,-9.85679428002523,31.02383231216854,844.0,2024,9,6,19,4,30
Wildfire,-14.406060256931644,36.54449911705812,844.0,2024,9,6,19,4,30
Wildfire,-17.050713199867197,17.956357487523984,844.0,2024,9,6,19,4,30
Wildfire,-15.515179106934063,36.65074945610868,844.0,2024,9,6,19,4,30
Wildfire,-23.2400568742476,-58.1054891812764,844.0,2024,9,6,19,4,27
Wildfire,-16.48779144226149,38.3522915795767,844.0,2024,9,6,19,4,30
Wildfire,-16.38207661126501,25.728690469110692,844.0,2024,9,6,19,4,30
Wildfire,-15.965875512448765,-55.41798550370614,844.0,2024,9,6,19,4,27
Wildfire,-14.94961622442448,-48.42757263851716,844.0,2024,9,6,19,4,27
Wildfire,-10.196808938159148,-53.963709962753406,844.0,2024,9,6,19,4,27
Wildfire,-11.101566319458165,-51.657600646967474,844.0,2024,9,6,19,4,27
Wildfire,-15.690079004239117,-47.22787662938202,844.0,2024,9,6,19,4,27
Wildfire,-16.337207338204532,137.0005581084432,844.0,2024,9,6,19,4,7
Wildfire,43.5484572079417,-121.0691725010962,844.0,2024,9,6,19,4,1
Wildfire,-15.93764400729655,-54.49682073059845,844.0,2024,9,6,19,4,27
Wildfire,-24.071565661051576,-55.3953897608329,844.0,2024,9,6,19,4,27
Wildfire,-10.776236280964696,31.558705290775546,844.0,2024,9,6,19,4,30
Wildfire,-15.530577576108463,131.2563170727325,844.0,2024,9,6,19,4,7
Wildfire,-15.93772219031185,-53.94468886124151,844.0,2024,9,6,19,4,27
Wildfire,46.028452,-114.993138,1262.7,2024,9,6,14,4,1
Wildfire,36.13743,-120.210499,502.0,2024,9,5,20,3,1
Wildfire,33.7172222,-87.2011111,510.0,2024,9,5,14,3,1
Wildfire,-19.42495034237194,-58.91279009570057,844.0,2024,9,4,19,2,27
Wildfire,-10.874555531543391,31.265414802634798,844.0,2024,9,3,19,1,30
Wildfire,-31.15683984546468,26.946359918473743,844.0,2024,9,3,19,1,34
Wildfire,-14.5139620994646,-57.968165813142406,844.0,2024,9,3,19,1,27
Wildfire,-20.582491127968733,-51.43038903674652,844.0,2024,9,3,19,1,27
Wildfire,-20.16595579240327,-47.75259479970126,844.0,2024,9,3,19,1,27
Wildfire,-19.63020245278232,-58.90268324192142,844.0,2024,9,3,19,1,27
Wildfire,36.121148,-120.618133,17328.0,2024,9,3,15,1,1
Wildfire,44.386459,-116.254458,533.0,2024,9,3,9,1,1
Wildfire,43.572833,-119.270133,4000.0,2024,9,2,23,0,1
Wildfire,43.7845,-115.604383,610.0,2024,9,2,22,0,1
Wildfire,33.201667,-111.108,800.0,2024,9,2,20,0,1
Wildfire,42.738083,-118.913283,2600.0,2024,9,2,20,0,1
Wildfire,44.1489692905301,-119.61971495465636,844.0,2024,9,2,19,0,1
Wildfire,-10.34801940606756,-50.1167381782636,844.0,2024,9,2,19,0,27
Wildfire,-9.378260583711096,-50.13420043336345,844.0,2024,9,2,19,0,27
Wildfire,-18.87989203643322,-52.93134951426339,844.0,2024,9,2,19,0,27
Wildfire,-17.56989486192413,138.66173451541636,844.0,2024,9,2,19,0,7
Wildfire,-26.668464587689204,120.44501575430682,844.0,2024,9,2,19,0,-1
Wildfire,-7.988083471097104,15.069612152920296,844.0,2024,9,2,19,0,30
Wildfire,36.16673578310175,-120.58162142566164,844.0,2024,9,2,19,0,1
Wildfire,-11.076094069624922,-49.9997800691137,844.0,2024,9,2,19,0,27
Wildfire,-16.85531612846015,136.75622493921676,844.0,2024,9,2,19,0,7
Wildfire,-8.262251218824204,15.282949479267268,844.0,2024,9,2,19,0,30
Wildfire,-8.498710635507669,15.257913604278864,844.0,2024,9,2,19,0,30
Wildfire,-11.220278824309863,-47.11991379733076,844.0,2024,9,2,19,0,27
Wildfire,-7.363858941606869,-45.10811118126179,844.0,2024,9,2,19,0,27
Wildfire,-14.476182050520164,-52.93501949244869,844.0,2024,9,2,19,0,27
Wildfire,-11.228766655916113,-50.477507136828734,844.0,2024,9,2,19,0,27
Wildfire,-8.039557854102096,-47.7962655936124,844.0,2024,9,2,19,0,27
Wildfire,-9.605919889910073,-47.24184642775646,844.0,2024,9,2,19,0,27
Wildfire,-16.30674061067192,14.733269872119363,844.0,2024,9,2,19,0,30
Wildfire,-28.28715217321193,31.058352711005323,844.0,2024,9,2,19,0,34
Wildfire,44.322333,-116.439,1000.0,2024,9,2,18,0,1
Wildfire,39.59744,-120.21611,3325.0,2024,9,2,17,0,1
Wildfire,44.28,-119.607833,3015.0,2024,9,2,17,0,1
Wildfire,43.401,-114.323333,550.0,2024,9,2,15,0,1
Wildfire,44.240833,-119.559833,7748.0,2024,9,2,15,0,1
Wildfire,43.4537,-115.0568,2000.0,2024,9,2,15,0,1
Wildfire,44.486176,-117.188927,2000.0,2024,9,2,13,0,1
Wildfire,43.744205,-117.961611,3800.0,2024,9,2,12,0,1
Wildfire,43.220271,-115.672065,5129.0,2024,9,2,12,0,1
Wildfire,45.292783,-121.048917,5000.0,2024,9,2,12,0,1
Wildfire,44.037217,-120.304833,1200.0,2024,9,2,12,0,1
Wildfire,33.235233,-111.126867,2500.0,2024,9,2,11,0,1
Wildfire,44.63049,-120.03841,3000.0,2024,9,2,10,0,1
Wildfire,-18.4070643610464,130.51993257445787,844.0,2024,9,1,19,6,7
Wildfire,-8.167557376036036,25.954300027272986,844.0,2024,9,1,19,6,30
Wildfire,-32.20737911998886,-64.79537128054015,844.0,2024,9,1,19,6,35
Wildfire,-11.71928859620418,31.08824515014399,844.0,2024,9,1,19,6,30
Wildfire,-15.662027675078743,128.13061295553436,844.0,2024,9,1,19,6,7
Wildfire,-19.637127681786005,-59.0637192345041,844.0,2024,9,1,19,6,27
Wildfire,44.46259010140113,-117.16387677156298,844.0,2024,9,1,19,6,1
Wildfire,44.62607749081167,-119.99476823744266,844.0,2024,9,1,19,6,1
Wildfire,44.04725369776717,-120.25084597751142,844.0,2024,9,1,19,6,1
Wildfire,-5.846664867070346,31.754578190712664,844.0,2024,9,1,19,6,30
Wildfire,-11.281846037631182,30.92600747396922,844.0,2024,9,1,19,6,30
Wildfire,-10.771755348481983,29.47541099917124,844.0,2024,9,1,19,6,30
Wildfire,-21.389580919084587,-56.97032486702023,844.0,2024,9,1,19,6,27
Wildfire,-8.616267983138403,16.853799321791794,844.0,2024,9,1,19,6,30
Wildfire,44.2298792337444,-119.56924244633012,844.0,2024,9,1,19,6,1
Wildfire,-13.46673234395795,14.189434100786562,844.0,2024,9,1,19,6,30
Wildfire,-16.966119660375224,128.22248171612932,844.0,2024,9,1,19,6,7
Wildfire,-6.771037525480345,31.200026016248238,844.0,2024,9,1,19,6,30
Wildfire,-20.864082205972263,-46.26193922748018,844.0,2024,9,1,19,6,27
Wildfire,-7.413562388751381,-47.446652681485816,844.0,2024,9,1,19,6,27
Wildfire,-14.595878991245916,-58.10071705271984,844.0,2024,9,1,19,6,27
Wildfire,42.554333,-121.756,3500.0,2024,9,1,18,6,1
Wildfire,33.823221,-116.974801,517.0,2024,9,1,17,6,1
Wildfire,44.936167,-105.76688,1721.0,2024,9,1,13,6,1
Wildfire,34.267167,-111.998667,1100.0,2024,8,31,19,5,1
Wildfire,34.14465,-112.1289,2600.0,2024,8,31,19,5,1
Wildfire,-20.315855435840987,-46.785481367966575,844.0,2024,8,31,19,5,27
Wildfire,-14.880407293267814,133.64577113232974,844.0,2024,8,31,19,5,7
Wildfire,-14.07582251409772,-64.5125156353438,844.0,2024,8,31,19,5,27
Wildfire,-7.314172825300785,-49.04564203328207,844.0,2024,8,31,19,5,27
Wildfire,-13.736921220487234,-54.130987638845376,844.0,2024,8,31,19,5,27
Wildfire,-7.789230605172984,15.00648313622433,844.0,2024,8,31,19,5,30
Wildfire,-12.92448920249944,-65.83004511391799,844.0,2024,8,31,19,5,27
Wildfire,-11.17047664773902,-50.54083845847284,844.0,2024,8,31,19,5,27
Wildfire,-19.161449249155343,134.1515557349691,844.0,2024,8,31,19,5,7
Wildfire,41.28501324742258,21.64172410254609,844.0,2024,8,31,19,5,38
Wildfire,-10.131937729317723,31.63898875736765,844.0,2024,8,31,19,5,30
Wildfire,-9.157048653780828,-50.76806132361197,844.0,2024,8,31,19,5,27
Wildfire,36.591633,-113.658033,763.0,2024,8,31,18,5,1
Wildfire,-11.836656934658494,-50.8927867944357,844.0,2024,8,30,19,4,27
Wildfire,55.935335569740346,-107.07347887636791,844.0,2024,8,30,19,4,39
Wildfire,-16.640794252466367,17.001360816529125,844.0,2024,8,30,19,4,30
Wildfire,-9.55507060298528,29.57556902823709,844.0,2024,8,30,19,4,30
Wildfire,-13.482668990509662,130.62873291611618,844.0,2024,8,30,19,4,7
Wildfire,-10.883032456420397,-46.46898607375892,844.0,2024,8,30,19,4,27
Wildfire,-11.310788123853149,31.042024198416456,844.0,2024,8,30,19,4,30
Wildfire,-11.76828144093896,31.02721539428445,844.0,2024,8,30,19,4,30
Wildfire,-22.09829512138802,-56.09284387705917,844.0,2024,8,30,19,4,27
Wildfire,-14.587226381367556,-56.13977430820714,844.0,2024,8,30,19,4,27
Wildfire,-14.569697503860828,-55.298554569922274,844.0,2024,8,30,19,4,27
Wildfire,-10.340340246258558,-47.25324994034558,844.0,2024,8,30,19,4,27
Wildfire,-16.728095955399073,128.12588496077018,844.0,2024,8,30,19,4,7
Wildfire,-11.7156094066636,-50.14830232953232,844.0,2024,8,30,19,4,27
Wildfire,-10.777067867249135,31.271129470909543,844.0,2024,8,30,19,4,30
Wildfire,-9.591899250130483,-54.87142626514294,844.0,2024,8,30,19,4,27
Wildfire,-19.357612515021177,-54.80183650131299,844.0,2024,8,30,19,4,27
Wildfire,-15.419833982098863,-60.87264251036574,844.0,2024,8,29,19,3,27
Wildfire,-7.9596733469819645,-63.83010033181576,844.0,2024,8,29,19,3,27
Wildfire,-6.716929884574821,-48.57887519211669,844.0,2024,8,29,19,3,27
Wildfire,-14.945597499204704,-49.002300914331954,844.0,2024,8,29,19,3,27
Wildfire,-8.283565739073827,17.367352310119255,844.0,2024,8,29,19,3,30
Wildfire,-9.347212180004467,-50.48428337369067,844.0,2024,8,29,19,3,27
Wildfire,-13.238812940921138,17.803435101244865,844.0,2024,8,29,19,3,30
Wildfire,-13.900963276263733,-56.751161591192826,844.0,2024,8,29,19,3,27
Wildfire,-8.362230351149538,-46.71532450597484,844.0,2024,8,29,19,3,27
Wildfire,-15.73247028885095,-57.04785314559446,844.0,2024,8,29,19,3,27
Wildfire,-14.015991048958597,-55.72686015296203,844.0,2024,8,29,19,3,27
Wildfire,-12.697284946877712,132.07153947010914,844.0,2024,8,29,19,3,7
Wildfire,-13.077261664145407,-59.02426440788547,844.0,2024,8,29,19,3,27
Wildfire,-9.125414875333515,30.31290058284289,844.0,2024,8,29,19,3,30
Wildfire,-9.539511280976717,29.596014999145385,844.0,2024,8,29,19,3,30
Wildfire,-12.671351238393932,30.714749062786456,844.0,2024,8,29,19,3,30
Wildfire,-11.102504103772295,31.04084855808498,844.0,2024,8,29,19,3,30
Wildfire,31.05635,-88.859583,1715.0,2024,8,29,16,3,1
Wildfire,31.0565,-88.928,2368.0,2024,8,29,16,3,1
Wildfire,-19.526406500532584,-55.8667119654897,844.0,2024,8,28,19,2,27
Wildfire,-10.732013777001203,14.769950366622066,844.0,2024,8,28,19,2,30
Wildfire,-31.124410845214904,28.042633154088687,844.0,2024,8,28,19,2,34
Wildfire,-10.784429755501789,29.25018318049874,844.0,2024,8,28,19,2,30
Wildfire,-15.538254064418906,-59.17890035618194,844.0,2024,8,28,19,2,27
Wildfire,-31.024434222934392,28.127271447063016,844.0,2024,8,28,19,2,34
Wildfire,-15.023099054355512,-58.79332311081732,844.0,2024,8,28,19,2,27
Wildfire,-14.892569105311656,-55.688173125805406,844.0,2024,8,28,19,2,27
Wildfire,-16.337720187654963,-59.494505833762005,844.0,2024,8,28,19,2,27
Wildfire,-12.782518542828347,-58.348209533022136,844.0,2024,8,28,19,2,27
Wildfire,-14.532312606205778,-53.40644896091516,844.0,2024,8,28,19,2,27
Wildfire,-9.176292029426056,-51.86209065435435,844.0,2024,8,28,19,2,27
Wildfire,-10.316224649129431,-49.7410717850921,844.0,2024,8,28,19,2,27
Wildfire,-8.049246754098215,-47.06250009296384,844.0,2024,8,28,19,2,27
Wildfire,-11.643575322283052,-50.30860566118717,844.0,2024,8,28,19,2,27
Wildfire,-14.199249586957556,-54.71175259465374,844.0,2024,8,28,19,2,27
Wildfire,-16.744211179148028,17.192252199924976,844.0,2024,8,28,19,2,30
Wildfire,-6.830398627105168,-42.912039638114486,844.0,2024,8,28,19,2,27
Wildfire,-7.057628915600055,-47.479332852700885,844.0,2024,8,28,19,2,27
Wildfire,-9.69219910840647,-53.65406429444766,844.0,2024,8,28,19,2,27
Wildfire,-9.418969986220636,-57.00195401592264,844.0,2024,8,28,19,2,27
Wildfire,-13.360805862902886,135.66271710302877,844.0,2024,8,28,19,2,7
Wildfire,-9.906176574412877,31.667447663834995,844.0,2024,8,28,19,2,30
Wildfire,43.777617,-104.773967,1033.0,2024,8,28,13,2,1
Wildfire,43.903968,-104.376313,1404.07,2024,8,28,12,2,1
Wildfire,43.599883,-104.438083,1351.28,2024,8,28,12,2,1
Wildfire,47.065,-118.6926667,1600.0,2024,8,28,12,2,1
Wildfire,-17.93766902400315,137.9625450702486,844.0,2024,8,27,19,1,7
Wildfire,-28.37863506019541,28.82098547751834,844.0,2024,8,27,19,1,34
Wildfire,-9.876290035915671,-53.82180323107991,844.0,2024,8,27,19,1,27
Wildfire,56.9872132980402,-94.52427077269184,844.0,2024,8,27,19,1,39
Wildfire,-9.854193138440715,-50.43783051991626,844.0,2024,8,27,19,1,27
Wildfire,-10.598112837221231,-52.06326838594547,844.0,2024,8,27,19,1,27
Wildfire,55.89747434821418,-107.4675873416706,844.0,2024,8,27,19,1,39
Wildfire,-12.638029386607508,-48.40540604289469,844.0,2024,8,27,19,1,27
Wildfire,-9.378814635617964,-47.48389463469966,844.0,2024,8,27,19,1,27
Wildfire,-15.145794251760172,-55.17884279495596,844.0,2024,8,27,19,1,27
Wildfire,-9.504366256487154,-49.278871264308826,844.0,2024,8,27,19,1,27
Wildfire,-14.87136394809122,18.528268309546352,844.0,2024,8,27,19,1,30
Wildfire,-12.86115833337514,-67.27195703598032,844.0,2024,8,27,19,1,27
Wildfire,-20.783207592692012,-57.45189349791982,844.0,2024,8,27,19,1,27
Wildfire,-14.988069791829306,-64.50551941097261,844.0,2024,8,27,19,1,27
Wildfire,-10.74525835408603,-57.7531017647057,844.0,2024,8,27,19,1,27
Wildfire,-9.436346832062638,-47.39096983330294,844.0,2024,8,27,19,1,27
Wildfire,-18.97385735621928,133.8611424302848,844.0,2024,8,27,19,1,7
Wildfire,-12.315134220706078,-66.74350064648819,844.0,2024,8,27,19,1,27
Wildfire,-15.460367553133628,17.894617901872415,844.0,2024,8,27,19,1,30
Wildfire,-21.01739994356281,-57.96709946485569,844.0,2024,8,27,19,1,27
Wildfire,-8.461793773578199,-43.44998492194396,844.0,2024,8,27,19,1,27
Wildfire,-8.923213776953398,-66.66967664747122,844.0,2024,8,27,19,1,27
Wildfire,-7.851546883208038,-55.04287404723046,844.0,2024,8,27,19,1,27
Wildfire,-8.102957561794385,-48.26575501581868,844.0,2024,8,27,19,1,27
Wildfire,-17.11821662205105,17.627013371311392,844.0,2024,8,27,19,1,30
Wildfire,-10.043095365089936,-53.98878196649047,844.0,2024,8,27,19,1,27
Wildfire,-13.242357249770231,-57.205933171339545,844.0,2024,8,27,19,1,27
Wildfire,42.915867,-122.9368,1000.0,2024,8,27,13,1,1
Wildfire,-28.1300717940603,29.77516664548783,844.0,2024,8,26,19,0,34
Wildfire,-13.80028578245,-58.13729034505276,844.0,2024,8,26,19,0,27
Wildfire,-22.702976763180637,31.228157171619333,844.0,2024,8,26,19,0,34
Wildfire,-27.403867797582937,29.279561614162997,844.0,2024,8,26,19,0,34
Wildfire,57.01594283676868,-94.37444382312472,844.0,2024,8,26,19,0,39
Wildfire,-16.068181498094592,135.96665078780524,844.0,2024,8,26,19,0,7
Wildfire,-12.340405196111234,29.420010868860693,844.0,2024,8,26,19,0,30
Wildfire,-28.389840474823615,28.640314450822952,844.0,2024,8,26,19,0,34
Wildfire,-12.340746126864078,-66.56415071148983,844.0,2024,8,26,19,0,27
Wildfire,-20.422579966941697,-57.84892284733112,844.0,2024,8,26,19,0,27
Wildfire,-11.41546858775609,-50.58779388902461,844.0,2024,8,26,19,0,27
Wildfire,-10.357931685994652,-49.95892830294065,844.0,2024,8,26,19,0,27
Wildfire,-15.28663264884939,20.426122570305868,844.0,2024,8,26,19,0,30
Wildfire,-9.325201870968206,-47.38459895669987,844.0,2024,8,26,19,0,27
Wildfire,-2.652882638054558,26.084706428245767,844.0,2024,8,26,19,0,30
Wildfire,-16.98340338761998,-59.464665462487,844.0,2024,8,26,19,0,27
Wildfire,-11.075213809927458,-47.229078343360506,844.0,2024,8,26,19,0,27
Wildfire,-16.39668856814427,18.6997968755704,844.0,2024,8,26,19,0,30
Wildfire,-13.1871242448417,-59.03835456739478,844.0,2024,8,26,19,0,27
Wildfire,-13.043308120893816,-66.83032315758852,844.0,2024,8,26,19,0,27
Wildfire,-6.416135713501843,-55.31007954749607,844.0,2024,8,26,19,0,27
Wildfire,-17.183034229857384,124.99849251672606,844.0,2024,8,26,19,0,7
Wildfire,-17.337035097625495,20.355006329931246,844.0,2024,8,26,19,0,30
Wildfire,-17.315278609251184,-58.01293875857812,844.0,2024,8,25,19,6,27
Wildfire,-7.799024428076027,25.90264028049735,844.0,2024,8,25,19,6,30
Wildfire,-9.200327144160768,24.90450531483257,844.0,2024,8,25,19,6,30
Wildfire,-12.935405790359496,-65.63484223504727,844.0,2024,8,25,19,6,27
Wildfire,-19.02638691429805,134.05803464376638,844.0,2024,8,25,19,6,7
Wildfire,-6.448770742502745,-59.97973546367216,844.0,2024,8,25,19,6,27
Wildfire,-12.829367231249485,-50.67563843899066,844.0,2024,8,25,19,6,27
Wildfire,-9.807420019819842,-47.17675238687669,844.0,2024,8,25,19,6,27
Wildfire,-13.158828939240331,21.14085140769316,844.0,2024,8,25,19,6,30
Wildfire,-11.314577598974177,29.31235817442936,844.0,2024,8,25,19,6,30
Wildfire,55.94365510837186,-102.24340547040214,844.0,2024,8,25,19,6,39
Wildfire,-15.089268117344355,15.137074625255329,844.0,2024,8,25,19,6,30
Wildfire,-15.967951176346524,19.491099903624484,844.0,2024,8,25,19,6,30
Wildfire,-16.96561850150292,136.1071654821835,844.0,2024,8,25,19,6,7
Wildfire,-16.39960180606562,30.1797078761198,844.0,2024,8,25,19,6,30
Wildfire,-15.928696185821474,-57.35899067700471,844.0,2024,8,25,19,6,27
Wildfire,45.80979954638759,37.94377663833649,844.0,2024,8,25,19,6,-1
Wildfire,-16.557820838175555,-61.58854428203952,844.0,2024,8,25,19,6,27
Wildfire,-10.49079630885506,-46.6375881528076,844.0,2024,8,25,19,6,27
Wildfire,-20.442120834051583,-58.64737639531851,844.0,2024,8,25,19,6,27
Wildfire,-15.686381865482929,21.02395511218617,844.0,2024,8,25,19,6,30
Wildfire,-16.987735159796294,17.709744066578235,844.0,2024,8,25,19,6,30
Wildfire,-13.53795409341346,20.055410357344385,844.0,2024,8,25,19,6,30
Wildfire,-25.43525546413931,148.14896519921857,844.0,2024,8,25,19,6,7
Wildfire,-16.055679779604294,16.166187320654416,844.0,2024,8,25,19,6,30
Wildfire,-16.407366493434587,16.377222131730058,844.0,2024,8,25,19,6,30
Wildfire,-17.40924482673666,21.0632058382764,844.0,2024,8,25,19,6,30
Wildfire,-15.289000992119735,20.43662682232736,844.0,2024,8,25,19,6,30
Wildfire,-12.032056595472431,-64.89994178536996,844.0,2024,8,25,19,6,27
Wildfire,-11.833740521513068,133.2462263792005,844.0,2024,8,25,19,6,7
Wildfire,-16.342343537082353,-64.03499099958431,844.0,2024,8,25,19,6,27
Wildfire,-17.431113112557867,-59.83155255007331,844.0,2024,8,25,19,6,27
Wildfire,-7.831229738803737,16.380455511348288,844.0,2024,8,25,19,6,30
Wildfire,-13.49890161653268,-55.29968704771523,844.0,2024,8,24,19,5,27
Wildfire,-14.511848932816678,-45.51688185256028,844.0,2024,8,24,19,5,27
Wildfire,-10.228953616481316,20.94899746006543,844.0,2024,8,24,19,5,30
Wildfire,45.71999990633147,37.94994128602011,844.0,2024,8,24,19,5,-1
Wildfire,-12.943721233570374,-50.666339070785305,844.0,2024,8,24,19,5,27
Wildfire,-13.422005052682758,-55.34144325972393,844.0,2024,8,24,19,5,27
Wildfire,-11.935732378531222,-65.44938542956007,844.0,2024,8,24,19,5,27
Wildfire,-12.486551602213128,-66.5286612413138,844.0,2024,8,24,19,5,27
Wildfire,-12.011802334820858,-65.38391165346754,844.0,2024,8,24,19,5,27
Wildfire,-11.420783696806804,-47.38047536160841,844.0,2024,8,24,19,5,27
Wildfire,-2.1258681026553234,13.944539172914032,844.0,2024,8,24,19,5,30
Wildfire,-12.924118912657576,-66.0464624223979,844.0,2024,8,24,19,5,27
Wildfire,-8.3119436694506,-44.688464930272815,844.0,2024,8,24,19,5,27
Wildfire,-9.67530480128702,-46.16299682636974,844.0,2024,8,24,19,5,27
Wildfire,-8.713129305888147,-61.78321317932686,844.0,2024,8,24,19,5,27
Wildfire,-8.93243849016887,25.257233222782865,844.0,2024,8,24,19,5,30
Wildfire,44.29543899680792,-115.17164101808618,844.0,2024,8,24,19,5,1
Wildfire,-10.932211507987535,29.400860317600245,844.0,2024,8,24,19,5,30
Wildfire,-6.942784300841649,-62.93883379858504,844.0,2024,8,24,19,5,27
Wildfire,-19.3804508498757,133.61196269930406,844.0,2024,8,24,19,5,7
Wildfire,-16.403905959744257,-61.61578624204961,844.0,2024,8,24,19,5,27
Wildfire,-20.92167769742116,-57.54811271717188,844.0,2024,8,24,19,5,27
Wildfire,-11.408068672034783,-50.59547072934328,844.0,2024,8,24,19,5,27
Wildfire,39.994523,-112.275462,3000.0,2024,8,24,15,5,1
Wildfire,45.38328920895123,-106.36354236645532,844.0,2024,8,23,19,4,1
Wildfire,-27.969703896510985,150.8099744643265,844.0,2024,8,23,19,4,-1
Wildfire,-21.04134086500815,-47.51017879935444,844.0,2024,8,23,19,4,27
Wildfire,-12.435845720314292,-47.13571196191928,844.0,2024,8,23,19,4,27
Wildfire,-14.0374111459045,-58.44538055044593,844.0,2024,8,23,19,4,27
Wildfire,4.2417702414591805,37.358792047399376,844.0,2024,8,23,19,4,-1
Wildfire,-16.667961153426358,126.34047170748032,844.0,2024,8,23,19,4,7
Wildfire,-2.2369500604904564,35.243197074525625,844.0,2024,8,23,19,4,36
Wildfire,-10.924076092431228,-50.38290303992895,844.0,2024,8,23,19,4,27
Wildfire,-14.28240604616933,-53.808647963300345,844.0,2024,8,23,19,4,27
Wildfire,-8.692718800453806,-47.43785828517075,844.0,2024,8,23,19,4,27
Wildfire,-12.946944955566096,-50.59977501222929,844.0,2024,8,23,19,4,27
Wildfire,-11.51453460449965,-57.96099560297004,844.0,2024,8,23,19,4,27
Wildfire,-7.8561043678686415,-49.89045466906597,844.0,2024,8,23,19,4,27
Wildfire,-11.662777069878596,-50.58032141375263,844.0,2024,8,23,19,4,27
Wildfire,-8.949215463031129,-45.91549460227283,844.0,2024,8,23,19,4,27
Wildfire,-3.18974148132697,22.369408352675837,844.0,2024,8,23,19,4,30
Wildfire,-16.838567590500098,18.77389734280564,844.0,2024,8,23,19,4,30
Wildfire,-4.369262884353557,-79.36349199928159,844.0,2024,8,23,19,4,-1
Wildfire,-13.947347041835094,-54.02666696970719,844.0,2024,8,23,19,4,27
Wildfire,-9.086992185227224,-60.99227850665525,844.0,2024,8,23,19,4,27
Wildfire,-10.323148077908378,18.81049138892073,844.0,2024,8,23,19,4,30
Wildfire,-16.476849645262085,20.17584251751213,844.0,2024,8,23,19,4,30
Wildfire,46.508701,-114.18433,1048.0,2024,8,23,18,4,1
Wildfire,45.0139,-113.352767,3414.0,2024,8,23,17,4,1
Wildfire,36.949423,-103.690096,1500.0,2024,8,23,10,4,1
Wildfire,36.9375,-103.7353,650.0,2024,8,22,21,3,1
Wildfire,45.12679610867509,-106.32554029425816,844.0,2024,8,22,19,3,1
Wildfire,-21.17610546045532,-49.32942671313212,844.0,2024,8,22,19,3,27
Wildfire,-12.762815414157329,-66.76547623636742,844.0,2024,8,22,19,3,27
Wildfire,-12.517446569923775,-65.5033251806259,844.0,2024,8,22,19,3,27
Wildfire,-24.68250635250668,146.9654956965088,844.0,2024,8,22,19,3,7
Wildfire,-21.368832144922404,-47.36415038425757,844.0,2024,8,22,19,3,27
Wildfire,-12.166429157928256,20.644156093147107,844.0,2024,8,22,19,3,30
Wildfire,-15.945295119152892,13.97671094396715,844.0,2024,8,22,19,3,30
Wildfire,-18.408537279361937,-53.11052931992168,844.0,2024,8,22,19,3,27
Wildfire,-19.92411727347699,-48.03923403475388,844.0,2024,8,22,19,3,27
Wildfire,-20.79091240801943,-51.20886495597088,844.0,2024,8,22,19,3,27
Wildfire,-19.74963901800284,-52.46168458719419,844.0,2024,8,22,19,3,27
Wildfire,-21.340945887999304,-47.90180778274633,844.0,2024,8,22,19,3,27
Wildfire,-18.46472366651044,-52.48748446570702,844.0,2024,8,22,19,3,27
Wildfire,-21.198830473811565,-48.20141677956445,844.0,2024,8,22,19,3,27
Wildfire,-19.820112938482183,-48.579284009718464,844.0,2024,8,22,19,3,27
Wildfire,-12.967749889867472,131.36250747645883,844.0,2024,8,22,19,3,7
Wildfire,-9.889682416547467,-46.4083730301432,844.0,2024,8,22,19,3,27
Wildfire,-11.905981100738163,-51.03504111230261,844.0,2024,8,22,19,3,27
Wildfire,-15.72493316265466,16.18511006610515,844.0,2024,8,22,19,3,30
Wildfire,-13.69068575649545,-58.05861131184149,844.0,2024,8,22,19,3,27
Wildfire,-12.394560302738972,29.94820562211501,844.0,2024,8,22,19,3,30
Wildfire,43.13913385149159,22.76107297164187,844.0,2024,8,22,19,3,38
Wildfire,-16.947072731507646,18.722408345622668,844.0,2024,8,22,19,3,30
Wildfire,-2.3520976327507075,35.238619655932155,844.0,2024,8,22,19,3,36
Wildfire,-8.650750234642093,23.901944111599917,844.0,2024,8,22,19,3,30
Wildfire,-10.013014896660671,29.315365054479205,844.0,2024,8,22,19,3,30
Wildfire,-8.250260715361128,30.055976212026263,844.0,2024,8,22,19,3,30
Wildfire,-13.465387922496475,-41.95136319168271,844.0,2024,8,22,19,3,-1
Wildfire,-10.639844496721713,-45.544170556069126,844.0,2024,8,22,19,3,27
Wildfire,-15.174868777532382,-52.81518669738946,844.0,2024,8,22,19,3,27
Wildfire,-5.345616354922998,28.860593099881083,844.0,2024,8,22,19,3,30
Wildfire,45.721,-106.9085,1200.0,2024,8,22,17,3,1
