event,date,magnitude,lat,lon
Iceberg B22A,2023-04-21T00:00:00Z,912.0,-72.2,-111.09
Iceberg B22A,2023-05-19T00:00:00Z,912.0,-72.1,-113.27
Iceberg B22A,2023-06-30T00:00:00Z,1056.0,-72.02,-115.09
Iceberg B22A,2023-07-28T00:00:00Z,912.0,-72.13,-113.47
Iceberg B22A,2023-08-18T00:00:00Z,1056.0,-71.72,-112.4
Iceberg B22A,2023-12-08T00:00:00Z,1056.0,-71.47,-114.38
Iceberg B22A,2024-01-04T00:00:00Z,1056.0,-71.5,-116.41
Iceberg B22A,2024-02-16T00:00:00Z,1056.0,-71.81,-117.78
Iceberg B22A,2024-03-29T00:00:00Z,1056.0,-72.15,-119.18
Iceberg B22A,2024-12-13T00:00:00Z,858.0,-74.32,-143.26
Iceberg B22A,2024-12-20T00:00:00Z,858.0,-74.54,-145.28
Iceberg B22A,2025-01-02T00:00:00Z,858.0,-74.93,-147.2
Iceberg B22A,2025-01-23T00:00:00Z,858.0,-75.29,-149.39
Iceberg B22A,2025-01-31T00:00:00Z,858.0,-75.62,-151.53
Iceberg B22A,2025-02-14T00:00:00Z,858.0,-75.86,-153.91
Iceberg B22A,2025-03-06T00:00:00Z,858.0,-76.31,-155.77
Iceberg B22A,2025-03-27T00:00:00Z,858.0,-76.29,-158.09
Iceberg B22A,2025-04-11T00:00:00Z,858.0,-76.16,-160.03
Iceberg B22A,2025-05-09T00:00:00Z,858.0,-75.8,-161.95
Iceberg B22A,2025-05-22T00:00:00Z,858.0,-75.3,-162.46
Iceberg B22A,2025-06-05T00:00:00Z,858.0,-75.08,-165.18
Iceberg B22A,2025-06-20T00:00:00Z,858.0,-74.62,-167.15
Iceberg B22A,2025-07-04T00:00:00Z,858.0,-74.24,-168.96
Iceberg B22A,2025-07-31T00:00:00Z,725.0,-73.66,-169.91
Iceberg B22A,2025-08-21T00:00:00Z,725.0,-72.85,-170.36
Iceberg B22A,2025-09-04T00:00:00Z,725.0,-72.31,-171.01
Iceberg B22A,2025-09-11T00:00:00Z,725.0,-72.15,-172.53
Iceberg B22A,2025-09-26T00:00:00Z,725.0,-71.69,-173.47
Iceberg B22A,2025-10-09T00:00:00Z,725.0,-71.1,-174.64
Iceberg B22A,2025-10-16T00:00:00Z,725.0,-70.78,-175.65
Iceberg B22A,2025-10-31T00:00:00Z,725.0,-70.62,-177.22
Iceberg B22A,2025-11-28T00:00:00Z,725.0,-70.25,-178.57
Iceberg B22A,2026-03-26T00:00:00Z,725.0,-70.7,-178.6
Iceberg B09B,2011-08-30T00:00:00Z,,-66.366,143.3638
Iceberg B09B,2013-04-08T00:00:00Z,,-66.7354,142.6649
Iceberg B09B,2018-01-12T00:00:00Z,,-66.37,143.39
